HISTORY,CVP,PCWP,HYPOVOLEMIA,LVEDVOLUME,LVFAILURE,STROKEVOLUME,ERRLOWOUTPUT,HRBP,HREKG,ERRCAUTER,HRSAT,INSUFFANESTH,ANAPHYLAXIS,TPR,EXPCO2,KINKEDTUBE,MINVOL,FIO2,PVSAT,SAO2,PAP,PULMEMBOLUS,SHUNT,INTUBATION,PRESS,DISCONNECT,MINVOLSET,VENTMACH,VENTTUBE,VENTLUNG,VENTALV,ARTCO2,CATECHOL,HR,CO,BP
1.0263,3.3638,2.3977,0.1275,2.2327,0.9941,1.5416,1.2252,21.1456,21.7849,0.5013,20.3593,0.9454,0.0338,0.2978,10.1266,0.1652,6.1594,0.3024,8.4160,10.7118,0.3887,0.1289,1.6557,0.2573,4.2860,0.9272,0.8669,0.9564,2.6395,3.9636,5.9480,6.1137,18.6447,18.8084,20.5332,21.1645
0.7007,2.8918,0.8550,0.1723,0.5975,0.1616,0.9762,0.1351,36.6607,37.2106,1.0346,41.9269,0.4450,0.0719,0.4977,23.9957,1.1617,11.5523,0.9504,14.7654,19.5623,0.7224,0.5044,2.8522,1.6434,10.9825,1.8430,1.8694,3.1015,6.5865,9.7066,11.5033,12.7962,34.2281,36.0798,37.3874,38.5221
1.2722,3.9057,6.2493,1.4048,2.1827,0.5824,2.1449,0.3489,35.1432,34.8499,0.2990,34.8350,0.5760,1.2477,1.5872,19.9252,1.2188,8.2962,2.2910,15.6244,16.9837,1.5368,0.1737,1.3355,0.4198,3.5501,1.2126,0.3534,0.6615,1.8959,6.8352,11.4867,11.7747,32.1796,33.5185,37.2072,39.5357
0.7005,5.3806,5.2066,0.7850,5.0634,0.4083,2.1713,0.1157,23.5046,22.6149,0.0671,22.3493,1.1580,0.4285,1.4937,13.6536,0.7985,8.4169,1.3088,8.3171,11.3269,6.2777,1.5504,2.8643,0.2509,6.0136,0.6559,2.4602,3.6647,4.5626,5.9594,6.7695,7.5611,21.8210,21.9106,24.4718,27.1802
2.7087,4.4486,5.1426,2.0603,4.2447,2.0451,4.1463,0.6082,28.9363,27.6826,0.1859,26.8549,0.3806,0.0572,3.6035,15.2861,1.1329,8.3908,0.1009,9.4499,11.3282,2.0549,0.2207,1.6688,1.1697,4.7743,0.8168,1.2090,1.2719,2.3619,6.0983,8.6408,8.7112,25.8313,25.9362,30.5352,34.3379
2.5069,3.4543,3.3507,0.0544,2.3402,1.7137,3.6029,1.2372,31.7744,34.5589,4.6452,34.3870,0.4853,0.1574,2.6174,14.1000,1.8138,9.1251,0.5765,11.5827,17.2429,2.2726,2.0707,5.2091,1.6681,5.4533,0.0932,0.1444,1.0724,1.5414,5.4831,7.9781,8.3872,28.9813,29.5811,33.4776,37.1026
2.2895,7.0869,5.7065,1.8614,5.2588,1.6246,4.2014,0.2021,40.5917,43.5318,1.3715,41.2835,0.5511,0.4519,1.7373,21.1500,0.3853,7.4231,1.1442,16.8325,19.3109,0.5441,0.0666,1.6376,1.3289,4.9471,0.5679,0.3474,0.4672,2.7811,5.9377,14.0200,14.9099,38.8874,39.1833,44.2927,46.3207
1.7497,4.5407,4.8006,0.9336,4.4389,1.1129,2.2755,0.8827,18.7687,18.1877,0.2448,20.4131,1.5783,0.0794,2.0376,10.7617,0.7209,7.2653,0.1126,6.2238,7.7536,0.9414,0.2673,1.1016,0.0473,4.2156,0.9769,0.3631,0.9977,2.5150,4.7107,5.7878,5.9856,17.5983,17.7908,20.9203,28.3951
1.0847,4.8605,5.4781,0.9000,4.8583,0.8687,2.5497,0.6335,30.8013,32.8503,3.8378,33.7703,2.1171,0.1836,1.9553,16.9002,1.0554,8.9377,1.7115,10.4864,13.2883,1.8333,0.1516,2.0067,1.0255,6.4001,0.8012,0.5044,2.7018,4.1373,6.8694,7.9577,9.8426,28.0137,28.8074,33.0521,36.0135
1.3824,3.7923,3.4472,1.0795,2.3608,0.8689,2.7738,0.0529,23.0850,22.7316,0.1236,27.2336,0.0782,3.2673,3.3769,13.5463,0.2649,8.1401,1.5159,8.2841,9.4264,1.6797,0.2151,1.1292,0.6185,7.1691,0.7471,0.1222,2.5151,3.5765,4.5925,5.4947,5.7797,21.1196,22.5306,25.7053,29.1460
2.0564,2.7361,2.7424,1.1692,2.5815,0.4587,3.8678,2.1808,29.1149,28.7742,2.5873,30.2958,0.0346,1.3483,1.7903,17.9646,3.6208,9.1094,0.1659,10.8894,12.6631,1.4109,0.5343,1.4185,0.2964,9.0717,1.0954,0.8464,1.7819,3.3023,7.5792,9.9351,10.3450,24.9774,26.0785,31.2015,33.7708
0.2407,4.0524,3.5068,1.9758,3.2028,0.0631,2.1196,0.5290,50.4320,51.4316,1.2967,51.7828,2.0119,0.0631,0.1772,27.9601,2.8403,15.3975,1.4214,22.8892,29.3858,0.4875,0.0867,5.8294,3.9723,9.5931,0.4315,0.2050,1.9381,2.6558,10.9312,15.7577,16.2702,48.8811,49.8703,53.9176,54.4146
2.0326,3.9325,1.9976,0.1322,1.4986,1.0855,4.1520,2.2063,28.8735,28.5575,0.3920,27.4780,0.4193,0.4827,0.8541,22.8044,0.5598,10.7692,0.2946,10.9189,12.2141,0.2295,0.0663,0.8803,0.5728,7.6079,0.6012,0.3350,4.0391,6.3969,9.8747,10.5318,12.1239,26.3481,26.3957,30.7566,31.8843
5.3375,5.8249,4.7434,2.2330,4.5781,1.0211,3.3983,1.5119,29.2441,27.8338,0.3569,29.3833,0.0558,1.1125,1.4031,15.3687,0.0350,7.6352,4.0691,12.5762,15.4132,2.4748,1.4423,2.1888,0.2274,9.5240,3.2341,0.9222,1.3682,4.7625,5.7773,6.5684,8.3290,26.0479,27.3676,31.3208,32.8045
1.6459,5.1885,4.5895,2.0958,4.4559,1.2191,5.8297,1.6008,45.4589,43.2536,0.1921,44.8130,1.6868,1.6407,7.2241,25.6229,2.9293,13.0525,0.1730,13.5068,16.9634,1.3932,0.8739,2.0488,0.8735,13.0990,0.4490,3.2070,3.2317,6.8912,10.9345,12.5680,13.8178,42.7047,42.9647,50.7694,58.2898
1.7651,8.8151,6.6900,3.9723,6.5785,1.5232,7.5016,0.2622,38.6976,38.6542,1.0343,40.4581,0.2216,2.0776,2.1916,22.0584,1.1031,11.0076,1.1998,15.1555,18.8052,0.6457,0.6193,3.2855,1.1624,9.2330,3.0899,0.5454,1.8146,5.4389,9.4265,11.9758,12.3810,36.3067,37.5309,45.0644,48.8836
3.4493,5.2888,3.3799,0.9639,3.0077,1.9666,3.5155,3.0761,31.9281,30.8722,1.5429,30.8888,0.3644,0.4859,3.9982,13.7822,0.7549,7.7185,2.1340,10.4130,14.7368,2.2205,1.1188,3.8521,2.2077,5.3540,0.8443,0.5198,0.5392,1.7579,4.9887,8.0339,8.6833,28.1839,28.8131,32.5717,36.9755
2.2215,6.2365,3.7714,0.0226,3.0678,0.2018,0.8540,0.2038,19.5564,22.3707,0.5294,20.8353,0.2876,0.2292,0.3810,10.9112,1.0298,8.1837,1.0612,8.6944,12.1106,0.5410,0.0151,3.3373,0.6987,3.4567,0.0032,0.8616,0.9457,1.3295,3.2402,4.4738,6.2680,19.1937,19.3348,22.3617,23.0655
