BirthAsphyxia,HypDistrib,HypoxiaInO2,CO2,ChestXray,Grunting,LVHreport,LowerBodyO2,RUQO2,CO2Report,XrayReport,Disease,GruntingReport,Age,LVH,DuctFlow,CardiacMixing,LungParench,LungFlow,Sick
0.2973,5.5903,4.7688,2.0187,1.9089,3.3393,0.7941,10.8751,4.7873,2.0796,5.0353,0.4087,3.8086,1.1702,0.6841,3.6422,0.7372,0.8130,0.7218,0.5282
0.3640,5.9220,3.6963,1.7421,4.6881,4.4321,5.7595,10.4197,3.8655,1.8633,8.6724,1.1480,5.5142,3.4036,1.8154,3.5682,1.9205,1.2612,1.3663,1.3461
1.7797,9.2467,8.1885,6.5159,8.2134,7.6709,3.3233,17.9869,9.0468,7.6438,9.3117,1.7956,8.1475,4.7527,2.1976,4.1125,2.4291,5.5631,1.8745,2.0987
0.7656,5.0147,5.3094,2.0452,2.8936,5.8666,2.4290,11.1848,6.9276,2.2858,3.1248,0.8428,7.0503,3.0760,2.2598,1.3779,2.2993,1.0638,1.5235,2.1122
0.1992,5.4078,4.0056,3.6686,3.9573,3.4040,1.2548,9.6412,4.0162,4.9924,6.6369,0.8012,3.9353,3.5767,0.9659,2.9515,1.3134,0.8855,1.2338,1.4647
0.8412,4.6597,6.5835,4.0738,7.4456,7.2550,2.9327,14.9769,7.4242,4.4717,8.0602,2.0254,11.1378,5.8870,2.1936,2.2309,2.2641,3.9528,3.2551,2.7525
0.5872,3.8322,2.8499,2.7173,3.5034,4.1959,1.4568,6.7218,6.8717,5.3170,3.8491,0.7784,4.4913,3.2322,1.4258,1.5466,1.3504,1.3905,1.7825,0.9101
0.1962,3.3034,2.1274,0.9939,1.6189,3.6245,3.0161,6.5246,2.3428,1.2863,2.7787,0.5535,4.9830,2.5296,2.0487,1.7533,1.2859,0.6739,0.8781,1.9510
4.5181,10.9742,12.1619,9.1563,12.2900,13.8786,5.4413,23.9851,14.2992,10.0004,13.5707,5.2376,14.1091,16.1770,5.3837,5.3186,5.4886,6.5707,5.2422,6.7895
0.4958,5.3338,7.0778,3.0777,10.8179,3.2096,1.8339,12.6148,8.0334,4.2804,10.9076,0.6071,7.8284,1.9175,1.8198,1.7780,0.8470,2.3508,7.7757,0.6086
0.9368,6.2089,3.4698,1.6060,4.5144,3.2750,6.6595,12.0031,3.8158,3.0861,5.9456,1.1050,3.8473,3.7055,4.1705,3.8473,1.8924,1.3946,3.0315,1.6719
0.0649,4.4639,5.9452,2.5709,5.1062,3.6420,0.8631,11.2587,6.9600,2.9834,5.6055,0.2066,4.3032,1.8003,0.5054,2.6103,1.5361,2.5278,0.2177,0.5682
0.5876,8.4815,7.8063,5.2851,8.6604,6.6728,5.6211,18.0294,7.9295,5.6312,9.0225,2.6586,12.7535,6.8715,4.8823,2.8735,3.8066,3.5632,3.3691,2.7024
0.4371,3.0699,3.4802,1.1806,2.9711,2.5529,2.0168,7.1067,3.6978,1.8787,4.2868,0.5980,3.7841,5.8952,1.7140,1.3009,1.2670,0.9180,1.2574,0.8963
5.2154,21.2920,17.7543,10.4376,18.3958,18.7963,7.3891,43.3944,17.8436,10.8759,18.5541,6.9406,19.7614,15.9948,7.0545,11.7667,7.1689,9.7124,8.5950,8.7047
2.2823,12.1673,8.6609,4.0615,7.9115,8.0492,4.7123,21.6191,12.2336,4.0730,8.4146,2.6025,8.9193,8.9343,3.1292,5.1241,3.8140,3.2665,2.7925,4.2903
0.5767,7.6413,6.8531,5.0470,8.3193,9.8943,3.4787,16.1657,7.1905,6.0070,9.9581,1.8578,10.0590,8.2685,2.5083,2.1857,3.6017,2.6110,2.4602,6.1070
1.5393,6.0847,6.7326,6.0497,5.7765,4.7110,2.2961,15.6220,7.8765,7.2585,5.8286,1.6856,5.0171,3.9851,1.7902,2.0969,3.2519,1.9035,2.9079,2.2067
