BirthAsphyxia,HypDistrib,HypoxiaInO2,CO2,ChestXray,Grunting,LVHreport,LowerBodyO2,RUQO2,CO2Report,XrayReport,Disease,GruntingReport,Age,LVH,DuctFlow,CardiacMixing,LungParench,LungFlow,Sick
0.6048,4.7905,6.8470,4.3016,4.4871,6.6878,4.1650,13.9121,6.8512,5.4255,6.0701,1.5646,8.6940,7.5065,2.7389,2.7960,1.7228,2.5563,1.7046,3.3526
1.3052,10.0535,10.7908,7.0082,15.1338,13.1680,6.6271,21.3777,12.3917,7.5545,16.4857,3.7507,13.2160,11.0413,6.3784,4.9595,4.0616,6.6996,6.4711,6.1502
0.0366,5.6900,5.2413,4.1093,6.2446,8.7110,2.9541,11.3948,11.3745,4.9883,6.5453,1.8882,9.5903,8.0030,2.3529,3.3355,2.0459,2.2306,3.1635,5.1443
1.2234,8.5770,6.8947,3.3187,6.2188,4.9168,2.2890,15.6134,7.0353,3.3821,10.0317,2.1520,7.5959,4.8679,2.1725,4.5383,2.9225,2.5312,3.6265,2.3652
1.5344,10.0039,10.8926,6.0762,16.8801,12.8131,6.4455,21.7651,10.9993,7.0427,18.4841,4.5852,13.5790,10.1539,5.7261,4.7321,4.9825,5.5807,5.3121,5.2102
2.9957,12.3152,9.5927,5.1397,10.2210,9.7939,7.4163,23.9534,9.6616,9.8100,10.7714,3.9827,10.3097,11.2308,5.0789,4.4741,4.6370,4.5825,5.4257,4.2569
0.9893,4.0907,4.8881,4.9778,6.1597,4.6833,3.5545,9.1310,5.4495,5.3036,10.0869,1.2871,4.8983,3.4290,1.7534,2.2695,1.7544,2.7929,1.4033,1.5026
1.2054,4.9910,4.5530,3.4302,5.4512,4.5566,2.4574,9.6532,5.6611,3.5049,10.7254,1.3687,5.3743,3.6898,1.9386,2.1530,2.0736,2.0001,2.9994,2.2068
1.5715,5.9864,4.7412,6.9178,5.7580,5.6450,3.4582,11.8905,7.5032,8.4401,7.0576,1.5990,6.0062,4.9300,3.0358,3.9018,1.6160,1.8598,2.0374,3.3124
0.2707,1.9577,2.5073,0.6785,2.7070,3.5493,1.8570,5.1070,2.6943,1.2713,4.4315,0.3285,3.8986,0.9485,0.6865,0.6924,1.2602,0.5395,1.8907,0.5196
0.3122,8.0847,8.1767,3.8633,8.9430,9.5609,4.3446,17.4731,12.0844,3.9199,10.0975,2.7739,15.4763,6.7354,3.3754,3.5226,3.4086,3.5913,4.6409,3.0292
0.9460,2.6303,2.9189,2.8625,4.8910,9.2925,3.1431,5.9442,8.0801,5.6630,5.9152,1.1411,9.6887,9.5537,2.6886,1.2394,1.3135,1.2130,1.8679,4.5812
0.4600,5.2400,5.5352,2.5456,8.8187,7.8491,2.3978,10.8654,8.9269,3.0961,9.1882,1.6673,9.0724,7.5997,2.1035,2.1902,2.8514,2.1456,2.6530,4.9294
0.1359,3.0798,3.7018,2.3003,1.6131,1.9455,1.6928,7.0612,5.0151,3.0645,2.6454,0.6161,2.6047,1.9530,1.5643,0.7641,2.2295,0.9132,0.6269,0.7571
1.4392,10.7235,8.3584,3.8153,7.1582,11.1783,8.0564,19.5682,8.7052,4.1442,7.9772,3.2998,11.5179,9.5735,7.7355,5.2195,4.6197,3.4321,3.5455,6.2391
1.3900,13.9979,9.5142,10.7376,9.7640,13.1607,4.1821,24.1522,10.9179,12.8784,9.9991,3.2487,15.6531,12.1038,3.6289,4.7963,4.1513,5.0198,3.7586,8.0939
3.0509,9.4493,8.6570,4.7478,8.4814,8.9171,4.4254,18.1268,10.6943,6.6569,10.4255,3.5977,9.5517,9.6261,4.1635,4.4692,4.2356,3.8561,3.8967,4.9985
0.1043,6.0141,4.5158,3.5327,5.9111,5.3255,4.6219,10.6036,4.7556,3.7530,9.8963,1.4759,5.6821,5.8082,2.7576,2.4162,2.5225,1.9055,2.3381,1.6542
1.1089,6.6824,5.9740,4.3917,4.9955,7.0833,2.4565,13.0726,6.9762,5.0063,5.7632,1.9357,7.3452,4.5445,2.3048,2.4715,2.9558,2.0196,2.3501,2.5753
0.0074,1.6894,2.0428,1.2668,0.8574,1.7792,0.8894,4.5472,5.5546,2.3714,1.2608,0.0594,2.8088,2.3159,0.5258,0.9961,0.4740,0.2153,0.2467,1.1277
0.9403,3.2849,3.8452,3.5773,4.2349,3.3570,2.2380,7.2714,4.4000,5.0253,4.4636,1.0144,4.2741,2.9824,2.1763,1.9546,1.2568,1.8344,1.4637,1.4414
0.0322,5.1850,2.8254,2.5699,3.8882,3.5461,1.4887,10.9003,3.4747,5.9149,4.0203,0.3457,6.4064,2.3873,0.8194,4.6540,0.4829,2.2434,0.3533,0.9488
1.0432,5.7700,6.1124,5.0676,8.1999,6.6055,2.9676,12.9431,9.4774,5.7891,9.3506,1.8113,7.6060,5.2643,2.8456,2.1746,2.4268,2.7025,3.6689,3.2802
0.3713,4.9363,5.2897,4.0642,4.5771,4.6026,4.4957,10.8341,6.4050,5.4656,5.8311,1.5441,5.5159,3.6520,2.0445,1.6195,2.8747,2.2182,1.9776,1.9971
0.1297,4.3379,5.2556,2.7435,3.5713,6.3711,7.1389,10.0569,5.2942,7.7446,4.0995,1.1078,8.5287,6.6951,4.4512,1.7385,1.8313,1.9814,1.2286,3.9370
2.2970,10.0910,9.7251,3.4902,11.7511,7.6639,4.9865,19.8959,12.3218,4.0586,13.9161,2.6993,8.5964,7.0327,4.0189,3.7420,6.0734,3.4186,4.9637,4.0898
0.8144,4.6915,4.9700,2.1242,6.5503,6.3004,2.1496,9.7524,6.2907,2.3135,6.7526,1.1881,6.5915,6.8247,1.8733,1.2440,2.7038,1.6898,3.8774,4.1658
0.4143,8.1577,7.8723,6.4870,3.9609,7.1837,10.2957,17.1235,8.6676,10.2816,5.5589,1.0792,7.2998,4.9752,5.3076,1.9713,4.0269,2.3445,1.3412,3.4996
0.1743,5.2665,3.3026,1.9791,7.0725,2.7003,2.2253,8.7123,3.4302,3.2220,7.2537,0.5907,2.9441,2.7867,1.0951,1.8582,1.4041,1.2447,5.2123,0.8843
2.1162,11.1035,10.4674,8.9980,9.8054,9.5096,6.2418,23.6734,10.7385,9.1565,10.4540,4.2509,9.5319,9.0519,6.0936,4.5005,5.1640,4.7539,4.5935,4.6601
0.5318,10.4357,6.7961,3.3634,5.1773,5.2779,1.9816,20.0097,7.7639,3.4103,6.0236,1.8574,5.6446,5.6988,1.9668,4.5345,3.5938,2.2214,2.2624,2.9427
3.3658,10.7528,9.7306,4.3338,8.9026,8.8930,4.3010,21.2080,10.2928,4.6313,9.4058,3.3660,10.2037,8.7924,3.9947,4.7575,4.9167,4.3000,4.5710,3.7530
0.5254,4.5149,7.8303,5.9451,8.0431,7.3761,5.0177,12.8839,7.9895,6.2370,8.1622,1.2675,7.8755,3.6937,3.3321,1.8982,2.2426,4.5601,1.5126,2.2722
0.3533,3.6216,2.1374,1.3428,4.4598,4.5156,7.5749,6.7460,2.2937,1.8894,5.5795,0.8654,4.9251,1.9501,1.6299,1.6666,0.9445,1.0436,1.7139,0.8704
0.5163,4.4954,5.0603,3.2007,6.7035,2.9823,3.1119,9.7574,5.5107,3.3629,7.6757,0.8946,4.9126,1.8983,2.3360,1.2147,2.8202,1.7307,2.7655,0.9096
2.1152,12.0853,14.9332,8.7155,14.2343,15.1814,5.7011,27.9029,15.5439,10.7092,15.3861,4.9201,15.6722,12.3455,5.1734,5.4490,6.4781,7.2677,6.0129,5.4632
0.4573,8.8643,8.6475,4.7741,7.7958,6.9493,6.9731,17.7826,8.8396,7.7901,8.4704,1.8503,7.8178,4.6218,5.5083,3.8522,4.8918,3.7104,2.4682,2.3205
2.4514,10.3457,9.6360,5.0773,6.9146,9.2449,5.4573,21.1959,10.1485,5.7245,8.7366,2.5665,11.2328,7.4247,4.1919,3.8902,6.1499,2.9935,3.4289,3.9818
0.5281,4.2416,3.2683,1.2764,2.4590,3.3130,1.7934,8.1567,3.9709,2.8562,3.4917,0.7785,3.5456,2.9878,1.5365,2.5979,1.4036,1.1208,1.1844,1.6456
0.2918,2.6137,2.4902,1.2790,2.3936,1.8994,2.5943,5.9486,2.5718,2.8181,2.6288,0.3506,2.9549,2.4531,1.9848,1.0964,0.9730,1.1008,0.9146,0.6497
