BirthAsphyxia,HypDistrib,HypoxiaInO2,CO2,ChestXray,Grunting,LVHreport,LowerBodyO2,RUQO2,CO2Report,XrayReport,Disease,GruntingReport,Age,LVH,DuctFlow,CardiacMixing,LungParench,LungFlow,Sick
2.3149,7.0759,9.4878,7.2278,12.8480,10.5491,4.2634,17.6722,11.2286,7.5594,15.1677,2.9278,10.8515,8.4208,3.0002,3.6229,3.2922,5.8161,2.9721,4.1217
4.2494,14.2276,14.5565,6.6122,14.4344,12.8016,10.1812,29.8306,14.7320,6.6970,14.6515,5.7559,15.6736,11.6754,9.5025,7.5695,6.3421,5.9502,6.2590,5.8550
1.0398,3.0667,3.9991,2.7178,6.2439,3.8681,3.1271,7.8426,4.9673,3.9836,6.3745,1.0432,4.6954,3.9314,2.5937,1.7790,1.1975,1.7826,3.3390,1.2098
1.5579,8.1602,5.9886,3.1236,9.4164,5.7179,2.2203,15.4514,6.0514,3.3340,9.6629,1.9807,6.3666,6.3942,2.2097,4.0892,3.7051,2.0433,2.1924,2.2813
1.1891,9.1603,10.9484,7.7781,10.6573,11.7832,2.5602,20.5768,11.1406,8.5191,11.5552,1.9056,14.0791,6.3995,1.9063,3.1557,3.5218,6.3778,3.3005,3.9654
0.1454,4.9075,5.0447,1.5512,4.8415,2.5110,1.6992,11.6704,5.4650,2.1696,5.1193,0.6243,2.6196,2.5362,0.9265,1.0225,3.3102,1.4120,2.1836,0.6749
2.5537,9.1229,11.1851,7.6659,13.8693,11.5477,7.6126,23.3607,12.1942,7.9357,14.4145,3.8373,11.6757,8.9100,7.2598,4.2864,3.9543,6.6228,6.0801,4.1218
0.5974,6.4147,7.5672,3.9643,7.7798,5.6853,1.9940,14.2467,8.9411,6.6811,8.9120,1.2588,7.4034,4.7514,1.7574,3.8786,2.1950,3.3767,3.3875,1.9437
0.0821,4.9993,5.6665,2.4070,3.8918,5.1396,1.6316,11.0596,5.7588,2.5925,5.5318,0.8400,5.7657,2.8986,1.2884,1.3862,1.7217,2.3376,1.1301,1.1842
0.8110,5.6391,6.5116,2.2391,5.0825,4.8065,2.6384,12.8084,9.3386,4.1202,5.1073,1.3048,5.0862,6.7930,1.4174,2.8407,1.6953,1.6466,1.7386,2.1505
0.2584,7.3991,10.2623,7.8571,7.6174,9.0618,2.8621,17.9887,10.4267,8.3100,7.7233,1.6037,11.8814,4.4720,1.8377,1.7672,5.1448,4.6142,2.9631,2.4937
0.2749,5.0861,4.3889,3.5558,6.4898,4.1739,3.3691,10.1799,4.6529,7.0203,6.5124,1.4915,6.3715,4.0056,1.4974,2.3063,2.2080,1.7033,4.5820,1.6204
0.2213,5.5321,5.3088,1.3977,3.2945,3.9857,5.3438,12.3311,6.6300,1.6268,5.7751,0.9286,4.1439,2.0946,1.7929,1.2899,1.4033,1.2588,1.2593,1.1176
0.8901,5.8493,9.4736,4.2121,6.1552,7.9371,5.8615,16.7150,9.6835,6.7435,7.5608,1.5633,8.9174,5.4708,4.3513,2.7108,2.2795,3.8595,2.1898,3.6037
0.0581,6.9447,6.0050,3.1700,9.7703,7.5281,1.6689,15.4342,8.8161,3.3683,12.5521,1.1184,8.5453,7.2162,1.1437,1.3720,2.3719,2.4804,4.3170,5.0347
1.3674,6.5297,5.2440,2.7616,6.4221,8.5814,5.7813,15.5026,6.4367,4.3391,7.2351,1.5686,9.4665,4.6787,4.1190,1.7124,2.0055,2.7223,1.9240,3.0077
