BirthAsphyxia,HypDistrib,HypoxiaInO2,CO2,ChestXray,Grunting,LVHreport,LowerBodyO2,RUQO2,CO2Report,XrayReport,Disease,GruntingReport,Age,LVH,DuctFlow,CardiacMixing,LungParench,LungFlow,Sick
0.3017,6.9785,9.6993,6.4942,10.4553,11.6327,4.9854,17.6500,10.1997,9.1425,10.5653,1.6997,12.0954,8.3604,2.0935,2.1175,3.4080,5.7422,4.6060,2.1520
0.2460,4.4789,5.2187,2.5895,7.1714,5.8731,3.5533,9.9956,7.2363,5.0696,7.2495,1.9094,7.1063,6.2185,3.0720,1.9791,2.1424,2.5532,1.9191,2.3195
0.0075,6.6128,2.7441,2.4099,3.3897,3.7599,1.2865,10.0024,2.8662,2.9512,4.3714,0.5609,5.0898,2.6297,1.2285,5.3608,0.6722,0.5884,2.7829,1.2822
1.8955,8.8640,14.0049,5.6162,8.4782,13.7497,5.6944,25.0454,14.3207,6.7933,9.0353,3.7890,13.8579,11.6850,4.8296,3.8999,4.9370,4.1475,4.1538,5.2577
0.5722,5.1448,4.7233,1.9136,3.6266,3.8275,2.3632,13.8206,5.7922,2.7134,3.7260,1.1086,4.8069,3.0742,1.5234,1.7863,1.2372,1.7316,1.6569,1.6554
1.6206,9.0667,9.9567,5.3907,7.0888,8.1507,2.6494,19.4794,10.3775,5.7492,7.6292,2.1699,8.3948,6.3575,2.4604,2.4842,6.0643,3.8093,2.6487,3.2839
1.0366,4.9639,4.6516,3.3457,6.6667,7.0267,4.4558,9.8392,7.4136,3.5240,7.0465,1.6202,7.8928,6.9780,1.7350,2.7674,2.0875,2.3862,1.7095,3.8601
3.2986,10.7443,12.4260,6.6062,11.8368,16.4557,5.7178,26.1813,12.6354,7.1146,12.0442,4.9271,18.6400,14.4847,5.6464,5.2076,5.2931,5.6400,6.1209,7.8280
0.1911,9.2348,6.9597,4.0428,5.3322,10.2172,4.3909,19.7140,7.2298,6.2376,6.3663,1.7570,11.9780,9.6430,2.3614,3.2587,4.0292,2.7926,2.0501,7.2614
0.7241,5.9665,7.2271,7.5137,9.8109,8.8122,2.9155,14.4025,8.6887,8.0188,10.4926,1.3856,10.2366,4.0307,2.1241,1.6933,1.5527,4.3451,3.5286,2.5554
0.0503,2.3319,3.5178,1.7615,1.9109,2.7473,1.2904,6.9108,4.3376,2.8604,2.3774,0.0702,3.4146,0.7714,0.8562,1.6070,0.2879,1.4645,0.2980,0.6911
2.1500,9.4572,7.4851,3.5557,6.5257,8.1326,5.0864,19.7147,7.7571,3.9457,7.1998,2.8538,9.5126,10.4710,2.8774,4.8987,3.2103,3.2353,2.9299,4.1994
1.6052,10.0667,8.3131,3.4517,8.3903,6.6834,3.2592,18.4126,9.7119,4.4799,8.7578,2.3953,7.8426,5.8839,3.0616,6.9042,2.4014,3.4505,3.1394,3.1966
0.6887,4.8849,6.3685,6.3729,4.0168,4.5571,3.0731,12.3741,6.6222,8.7556,5.7694,1.2547,4.6324,4.2252,1.8262,1.9611,2.7732,1.7354,1.3268,2.7850
0.2779,7.4029,6.2254,5.1664,8.0595,6.8038,5.2425,14.1076,6.9834,5.4176,8.5389,2.0991,7.8011,5.7178,3.9843,2.3247,3.6500,2.1125,5.7972,3.3894
0.9287,4.8345,5.6258,1.0033,4.6524,4.4288,2.1546,11.3582,6.4303,4.0059,4.7965,0.9379,4.8678,4.4643,2.1044,1.0082,2.4348,0.9624,2.5656,2.7674
0.1634,11.7901,12.6904,6.8252,11.7744,14.0757,6.7450,24.9138,15.2559,7.5062,11.8368,4.6068,14.2817,9.4183,4.8539,4.9274,5.0468,5.9554,4.8708,4.6335
0.2519,3.7138,3.9679,2.1171,6.5374,3.1896,1.6763,7.9175,4.6405,2.4000,7.5597,0.3422,3.5115,0.9643,1.5074,1.2356,1.6009,1.7193,4.4483,0.5418
0.0814,2.0876,1.0290,0.6591,1.0324,2.4426,1.7477,4.2990,3.7674,0.9275,1.1341,0.1427,4.9722,2.8681,0.5366,0.9023,0.1763,0.5306,0.2251,1.4746
3.4351,10.4455,12.0220,5.2931,10.2084,9.9110,8.6409,23.1887,14.1120,5.4703,10.3165,3.8372,10.1825,10.0348,6.4371,5.0635,5.0892,5.2636,4.4785,4.4761
1.3614,4.9657,7.5292,4.1197,7.1853,6.4752,3.4177,12.6695,8.9100,5.3901,12.3379,1.4130,8.3744,5.9909,2.8606,1.5228,1.7263,3.5342,2.4096,2.2516
0.5441,3.7954,2.9157,2.4862,2.7852,7.5711,3.5608,7.4539,2.9645,2.5699,2.8170,0.6029,7.7098,7.2115,3.1797,2.1275,1.2134,1.6191,0.6865,3.6150
0.3013,7.9141,6.0641,3.1497,7.9096,5.3729,11.1290,14.7516,8.2472,4.6862,8.3118,2.0252,5.5228,4.9710,9.5671,5.0304,2.5746,2.3553,2.0847,2.5711
0.5601,6.2835,5.8043,2.4673,5.7314,6.0864,5.7844,13.0062,6.5683,3.5256,7.6776,2.3270,7.0790,6.4313,3.4301,2.6376,3.1730,2.3324,2.6813,2.4941
0.2428,6.2886,7.9240,2.0293,4.9699,4.3489,2.4914,14.5684,8.3889,2.6120,5.2120,1.4791,6.8249,3.4723,2.3606,2.2736,3.0923,1.5774,2.2878,1.7160
0.2018,3.9978,3.5443,1.5696,2.3575,2.1488,3.4895,7.5560,3.5723,2.1889,2.7607,0.2943,2.9987,1.3336,1.4887,2.6221,1.2430,1.0585,0.3713,0.7029
0.6816,5.5894,5.6525,3.6015,2.8364,3.4792,4.0614,11.8304,6.3703,4.1658,4.8017,0.7063,6.8430,3.4539,2.5134,1.6477,3.3451,1.4143,1.0133,1.9938
0.3115,6.9612,2.3525,1.3119,3.9686,3.3258,1.4482,9.7633,2.5085,1.7608,4.3049,0.5804,4.1048,4.6520,0.9846,1.2182,1.3711,0.7696,2.2960,2.5480
0.5870,4.8699,5.5605,5.6239,9.5151,4.1273,2.4217,11.0938,8.5299,5.8854,9.6209,1.4447,4.4172,6.0393,1.7531,2.1942,2.6024,1.7210,4.1212,1.7581
