BirthAsphyxia,HypDistrib,HypoxiaInO2,CO2,ChestXray,Grunting,LVHreport,LowerBodyO2,RUQO2,CO2Report,XrayReport,Disease,GruntingReport,Age,LVH,DuctFlow,CardiacMixing,LungParench,LungFlow,Sick
1.6393,6.4129,6.8338,4.2994,5.4981,6.4214,3.9183,13.4652,6.8843,4.9840,5.6010,1.9478,7.1083,5.8100,2.8068,2.2726,3.4213,2.9404,2.5479,3.0423
2.1973,16.6853,16.1145,7.4653,16.9927,19.0739,8.3438,33.1558,17.0708,9.1293,20.1934,7.0200,19.4281,15.1807,7.8141,8.2136,7.3710,7.4156,8.5424,7.9008
0.8568,3.8399,5.6562,3.8452,5.8539,4.4187,6.2175,10.2827,6.9580,5.0509,6.6657,0.9208,4.5266,2.2582,5.8862,1.3547,2.3356,2.9152,2.5540,0.9223
0.3789,3.8542,5.3667,3.1318,4.8420,6.0799,3.1956,9.8196,5.5989,5.0770,9.0928,1.0657,6.1275,4.2040,1.2068,1.3013,1.6714,1.9717,1.3215,3.0167
0.0213,10.2537,5.9474,2.2294,3.8615,3.9837,3.7605,17.2468,5.9510,2.8319,4.0134,1.6010,5.4700,3.6889,2.5984,3.5138,2.6717,1.7871,1.8371,1.6439
2.0086,14.7540,12.1759,6.2150,12.9353,11.8978,4.6409,27.3506,13.4448,7.7790,16.5423,3.3919,12.1372,9.0021,3.9134,6.3604,6.2650,5.7214,4.2293,5.3966
1.3059,7.4522,5.4389,2.3805,6.4206,4.8744,3.1848,16.6929,6.1785,2.8341,7.2335,1.8685,5.6589,4.9913,2.9586,2.0270,2.9489,2.3047,3.3557,2.2965
0.3802,5.2488,5.2814,2.5225,5.4972,8.7550,2.7606,10.8933,6.6593,2.9460,6.8921,1.7814,9.6340,7.6567,1.8774,2.6044,2.2574,2.4285,2.2458,3.5293
1.7849,11.1575,11.4346,4.5229,9.3357,10.3164,6.2156,23.5757,11.8277,5.2017,10.2372,3.7215,10.6129,10.2185,4.4846,6.6122,4.2615,3.8173,5.3244,6.4231
0.2755,6.1463,5.8675,2.8974,3.3869,2.2832,2.6116,12.2557,6.0422,3.7469,10.5432,0.5037,2.8884,2.7058,1.2656,1.3593,3.4560,1.2032,1.9725,0.6287
1.0130,6.4931,6.9479,4.2924,4.3367,5.8257,4.1706,13.5167,10.5667,5.7969,4.5740,1.7085,6.5934,5.0973,2.4127,1.7722,3.7010,2.2649,1.7830,2.9697
6.0984,16.3883,20.2482,12.6529,23.3336,20.4592,7.2538,37.4400,20.3461,12.9561,23.9253,6.8775,20.5754,14.2747,7.1849,7.5191,7.6269,12.5816,8.3214,6.9182
2.2270,8.1250,9.1911,6.8362,10.1930,10.1686,6.1808,19.6125,9.7267,7.8858,10.3236,3.2548,10.2484,10.2889,4.2638,4.6494,3.4518,5.5700,4.5346,4.1869
