HISTORY,CVP,PCWP,HYPOVOLEMIA,LVEDVOLUME,LVFAILURE,STROKEVOLUME,ERRLOWOUTPUT,HRBP,HREKG,ERRCAUTER,HRSAT,INSUFFANESTH,ANAPHYLAXIS,TPR,EXPCO2,KINKEDTUBE,MINVOL,FIO2,PVSAT,SAO2,PAP,PULMEMBOLUS,SHUNT,INTUBATION,PRESS,DISCONNECT,MINVOLSET,VENTMACH,VENTTUBE,VENTLUNG,VENTALV,ARTCO2,CATECHOL,HR,CO,BP
1.0593,5.5545,3.9164,0.2916,2.2764,0.3288,4.1951,0.2994,32.5398,33.2890,1.0879,33.8628,0.0394,0.3859,1.3899,17.1226,3.1088,7.1983,1.5339,12.7586,17.9378,0.8174,0.6340,1.6417,0.5284,8.0383,0.3507,0.4260,1.3187,2.3972,6.0840,9.9474,10.9909,30.9559,32.1669,37.2307,39.0479
0.9196,3.8648,2.4670,1.4817,2.4594,0.7183,2.8715,0.1591,26.6662,25.9143,0.9937,25.1845,0.0219,1.5262,2.2498,14.7601,1.8082,7.7355,0.4445,8.2091,9.7112,1.3932,0.1252,1.3912,0.1723,6.9352,2.3512,0.4704,1.6271,4.8704,6.8792,7.2635,7.7910,23.4027,23.7074,27.2660,30.2176
3.2696,3.6502,3.6463,0.9441,3.2918,1.6642,2.9670,1.2694,35.3380,34.8478,0.8594,34.5045,0.2360,1.0903,1.8310,21.8137,0.0132,9.6531,0.2418,14.6818,17.5039,0.9477,0.0036,2.6833,1.6672,7.2891,2.2678,1.5467,2.8659,5.3968,7.6292,12.6072,12.7749,32.9872,33.1823,36.3268,38.2531
1.4039,4.1558,4.8577,0.6815,3.7288,0.7555,1.6480,3.5562,44.8066,42.7836,0.1159,41.5221,0.7383,0.2624,0.7966,25.5123,3.3796,13.1023,0.3639,17.3928,20.5165,1.0549,0.5634,2.5397,1.9138,13.8435,1.4796,0.7956,2.9922,5.0062,10.9740,13.4913,14.3760,36.4801,40.8301,44.2051,45.8440
1.9663,2.0284,2.6464,1.2333,1.8772,0.2606,2.0299,0.5810,38.8380,38.5662,0.5202,39.9937,1.8869,0.0836,0.9339,24.2398,0.4737,14.1505,0.1194,14.0653,20.6884,0.6668,0.2624,6.2859,3.3892,10.1304,0.5298,2.4999,4.0874,5.5785,9.6275,13.3286,13.7353,37.3651,37.8955,40.5308,43.2648
1.6474,7.3952,6.5702,4.4993,5.2540,0.4801,6.4394,0.8743,28.9469,28.9044,1.4514,28.5597,3.5768,2.0484,2.2877,16.2618,1.3277,7.5707,0.0258,9.3804,12.2963,0.6559,0.3682,2.1181,0.0708,6.9817,0.3148,1.1334,2.1334,3.5858,6.9584,7.7024,8.0808,26.5198,27.0807,34.0964,36.8347
0.5761,2.4799,2.7156,0.0266,1.7555,0.3177,0.7722,0.3090,30.7773,31.9671,0.5051,31.2904,0.0152,0.3812,2.1671,22.8959,2.8877,11.0760,2.3270,13.0567,15.9794,1.4255,1.1321,1.8836,0.5829,7.3570,0.3093,0.8941,1.2525,3.7878,8.8541,10.3340,11.4217,29.7225,30.3240,32.0566,34.3880
1.7400,6.9782,6.8118,0.4115,6.2003,0.8861,1.8066,0.2109,20.0251,20.4577,0.0046,19.9567,1.7261,0.6475,0.7626,13.6088,0.2779,7.5845,1.5865,8.3032,9.5684,0.3087,0.1510,1.0483,0.2560,5.8040,2.3848,0.8686,0.8841,3.9570,5.0635,5.5492,5.9297,19.5659,19.6175,22.2639,24.1385
0.7449,1.9254,1.8845,0.0351,1.8330,0.2261,0.9203,0.0166,19.5888,21.0954,1.6054,22.4038,0.6634,1.3129,1.8268,14.5150,1.7799,6.3146,0.0393,6.7633,7.8707,1.3252,0.1197,1.1012,0.1255,8.0498,1.2917,1.8436,1.9869,3.4146,6.1036,6.6808,7.8489,18.5113,18.9272,21.5154,23.4399
2.3308,4.2719,4.2662,0.5744,2.5168,0.5135,3.9754,0.7359,25.1499,27.2092,2.9532,26.9759,0.6970,1.3501,1.7874,12.8443,1.9518,6.8947,0.1630,7.0338,11.0279,1.9112,0.7321,3.7973,0.4635,9.3537,2.4965,0.8606,0.9542,3.4957,6.0688,6.5391,6.5825,20.2727,23.8749,28.6953,31.8640
2.2431,6.3744,5.8537,1.5492,4.9291,1.1419,2.8581,0.7090,25.0012,25.5086,0.8576,27.0652,1.5880,0.5405,0.5413,14.3318,0.4333,7.1907,1.3188,8.8908,12.0353,2.3848,1.6831,2.2930,0.2763,6.0997,0.2866,1.2656,2.2800,2.9793,6.8038,7.2288,7.3467,23.9716,23.9798,27.3994,28.0216
1.8603,2.3207,2.8071,0.6787,2.2633,1.5009,2.4099,0.0426,22.2484,23.2177,1.5993,25.1274,0.2882,0.3073,0.4228,12.3178,0.0539,5.6309,3.9668,11.6739,12.8753,2.1264,0.2266,1.1104,0.6553,3.7769,0.5446,0.3499,1.4003,2.5277,4.9486,6.6502,6.8619,20.6323,21.2450,26.0284,27.0973
1.2332,2.0868,2.4356,1.3763,1.8435,0.4021,2.3530,4.0122,28.9795,23.8144,0.8534,25.9817,0.4293,0.7066,0.8441,16.0494,1.5240,6.8062,1.5780,8.8693,11.3079,1.8968,0.8927,2.0050,0.1934,11.1465,0.0412,4.1467,4.4046,4.7283,6.5100,6.9066,7.7519,20.8390,22.4662,25.3970,27.2311
0.6805,1.6992,1.3767,0.1049,0.5755,0.3908,1.7267,2.7030,38.2718,36.1944,0.3303,35.9852,0.8788,0.2178,0.2790,23.5056,1.2000,12.5174,0.8368,14.2581,18.5368,0.2886,0.1142,3.0144,2.7014,9.4506,0.3852,1.6611,2.2409,4.0976,9.7626,12.7278,13.0982,33.3425,35.1577,37.9586,38.6102
