HISTORY,CVP,PCWP,HYPOVOLEMIA,LVEDVOLUME,LVFAILURE,STROKEVOLUME,ERRLOWOUTPUT,HRBP,HREKG,ERRCAUTER,HRSAT,INSUFFANESTH,ANAPHYLAXIS,TPR,EXPCO2,KINKEDTUBE,MINVOL,FIO2,PVSAT,SAO2,PAP,PULMEMBOLUS,SHUNT,INTUBATION,PRESS,DISCONNECT,MINVOLSET,VENTMACH,VENTTUBE,VENTLUNG,VENTALV,ARTCO2,CATECHOL,HR,CO,BP
2.4613,5.4504,6.5557,0.1918,4.8576,1.7125,2.0102,1.7166,48.8645,49.9868,3.8677,51.7201,0.1460,4.0556,4.5879,26.9413,0.8906,11.9054,0.9895,15.9561,23.3306,2.9533,1.4346,6.0598,2.8862,8.1045,0.5341,2.5328,3.3711,4.0340,8.7059,13.2085,15.4532,44.5389,45.5434,49.1258,54.4680
1.3613,5.7858,6.1767,0.1301,4.2643,0.4872,0.8400,0.8314,20.0755,22.4922,0.8500,21.7070,0.1094,0.5932,1.1156,13.5188,0.8803,5.8926,0.2009,6.8117,9.5714,0.5094,0.2216,1.7467,0.7454,6.9559,0.2101,0.7606,2.4428,2.7353,4.5820,6.4096,7.1848,18.2377,19.0697,20.8148,22.3826
1.3074,2.1048,2.9169,0.1906,1.8696,0.6894,4.1062,0.6629,31.0692,27.7489,0.3598,26.0508,1.2208,0.5148,1.5886,11.8129,0.1834,2.3137,2.1069,9.1872,12.7659,2.1009,0.1792,1.6466,0.0193,2.0238,0.2394,0.0983,0.1511,1.6420,1.8933,6.3024,8.3646,24.0027,24.7712,30.5831,32.1887
3.9268,8.9241,9.2040,2.2890,6.7974,3.6803,10.5106,0.3819,38.1534,41.7077,3.4070,44.2742,2.0428,2.2750,2.5624,22.3376,1.7314,12.2192,0.1085,12.4712,20.5518,7.8309,3.9747,7.9328,1.5035,8.2182,0.4759,0.8070,1.0040,4.3048,9.1357,10.7661,11.4720,36.7501,37.1396,48.5584,52.9664
2.8058,5.0814,6.4502,1.1801,3.3140,1.2645,3.5566,0.1106,30.8137,29.3610,0.1594,28.8279,0.3268,0.9433,2.3685,12.5414,2.1239,5.8917,1.6667,10.6815,17.2174,2.0193,1.8388,5.1284,0.0101,5.5852,0.1700,1.0408,1.4830,3.1976,5.4760,6.1636,6.5187,26.9619,27.5761,31.2184,34.0367
4.7607,10.1674,9.5272,3.8521,8.4185,4.4601,9.9374,0.2818,23.4980,24.6331,1.1875,24.5582,0.6969,2.6620,3.2384,13.0262,0.1246,6.6485,0.0544,6.3696,8.3207,1.0256,0.5731,1.2737,0.1240,5.3203,0.8335,1.8895,2.5817,4.8152,5.8025,6.0436,6.2802,21.1926,23.0191,34.3546,38.6192
2.9431,1.2893,1.5071,0.4788,1.2123,0.7085,1.5251,0.8357,34.5466,37.0443,0.5886,35.9371,0.1356,0.0193,0.0316,21.9210,0.5691,10.5490,2.2010,13.6750,20.5412,4.7087,4.1241,5.7903,0.2593,8.3930,0.6864,0.7544,6.0254,6.9655,9.9336,10.3116,10.7422,31.6031,33.6221,35.7248,38.2850
0.4748,2.4252,2.2853,0.8723,2.2820,0.0876,1.2249,0.2122,32.7995,33.1898,0.0875,32.8373,1.8370,0.1611,2.6758,16.3923,0.6127,8.3391,1.4943,9.9068,15.5217,1.6299,1.4814,4.7175,2.1409,5.0636,0.7708,0.1041,0.9784,2.1076,5.7271,8.2281,10.0116,31.4655,32.2043,35.6734,40.1267
4.2744,4.4368,3.0066,0.1638,2.9359,0.2458,0.4675,0.0358,40.7534,40.0907,0.8082,40.5107,3.1009,3.0995,4.2831,20.7274,2.2426,11.9269,2.7866,14.5052,19.1679,1.0437,0.4763,3.4376,1.9692,10.5977,1.1534,0.9661,1.5161,4.3810,9.1813,11.1549,11.3049,39.1426,39.2573,40.7808,47.0793
2.0857,3.5977,4.0895,0.3910,3.0948,2.0664,2.8655,2.1275,45.0615,42.9095,0.7176,42.4910,0.3647,0.6864,0.8568,24.8155,0.7551,12.3392,0.0496,16.8965,21.5327,1.1031,0.5777,3.3573,0.6349,10.1822,3.3889,0.9215,1.7128,6.2014,11.2178,11.9580,12.5577,38.2645,41.7486,45.5015,47.7509
2.8137,0.7406,0.8307,0.2442,0.5699,0.2196,2.3819,0.4862,35.2346,39.2095,3.7973,39.7322,0.2448,1.4657,2.2829,20.0735,0.8196,11.7185,0.1504,12.1590,18.4191,4.2853,2.9814,6.0373,2.5008,6.8935,0.8096,0.0782,0.9210,1.8637,7.9612,10.9396,10.9499,33.8627,34.5380,38.3670,41.9258
1.0855,7.7642,8.2868,1.9471,7.6849,0.6822,2.7583,1.8591,31.7287,30.2108,0.3473,29.7589,2.0571,0.2980,0.4241,16.1547,0.2035,8.0845,2.7579,12.3132,15.3958,1.8902,0.7437,3.0159,1.0139,7.0051,0.2802,1.6600,4.4543,5.4951,6.9534,8.2590,8.7504,28.7871,29.2354,32.6796,35.8045
1.1347,10.2722,10.9054,1.8654,7.1528,1.0964,3.5824,0.7599,20.8783,22.0073,0.6102,20.1066,1.1086,0.1253,1.4339,12.1594,0.1645,4.0541,1.1688,6.6816,8.7490,0.3324,0.2790,1.5862,0.4882,3.2089,0.3897,0.0749,0.1992,2.0248,3.4853,5.1966,6.1569,17.7960,19.3905,23.4114,25.9899
0.9081,4.7730,3.2474,1.4451,2.8685,0.6410,2.1553,0.5442,29.8766,29.4364,0.0674,30.0963,0.6794,1.8628,2.1809,17.1497,1.1690,10.0217,0.3676,9.3009,12.2960,0.8020,0.0471,2.7284,1.8053,6.8184,0.2742,0.8906,0.9996,2.5246,6.0178,8.9110,10.5882,27.8809,28.9567,33.2976,35.7773
1.2811,3.1423,1.8224,0.2399,1.7460,0.4990,1.1060,3.9785,25.4956,21.9623,0.9896,21.5866,0.2816,1.8750,3.2917,12.3932,0.3318,7.5477,0.2636,7.5294,8.4758,4.0046,0.4325,0.7638,0.0789,4.4849,1.8897,0.0287,0.7309,3.3325,4.3943,6.2966,6.3114,20.0921,20.3145,23.1210,27.0409
0.9930,4.0953,3.4424,0.4919,3.3601,0.1961,2.5471,0.0564,40.2045,39.8912,0.0791,40.1918,0.3062,0.6217,1.4975,24.6092,1.1820,10.4632,0.4050,13.0716,19.8574,1.3232,0.0473,4.3680,0.3671,9.7647,0.1528,1.9802,3.2052,7.7329,9.6715,11.1311,14.8627,38.6884,39.6959,42.5892,45.2676
5.0085,5.8960,5.1507,0.0002,4.8710,4.7634,6.5247,0.2358,35.4254,37.7150,0.0222,34.7578,0.3125,1.5451,4.9839,22.1031,0.4930,9.3334,0.0540,13.0530,15.3293,0.6077,0.2387,1.7132,0.1706,5.4335,2.1062,0.5784,1.2752,4.5247,8.5423,12.9372,13.1066,34.2504,34.6453,41.6958,47.0245
3.1875,4.1117,4.1072,0.3291,2.9979,2.6147,3.0653,0.1747,30.1460,32.6918,1.3514,32.0447,0.9181,3.0063,3.2936,17.1862,0.5893,10.1390,0.8179,8.8075,13.3367,3.1008,2.9837,4.1486,0.0571,6.1858,1.6973,1.8815,2.2003,4.3488,6.5217,6.9367,8.3530,29.3587,29.6941,33.3361,36.6959
2.0842,4.3820,4.8616,0.5640,4.0385,1.9885,3.7559,0.0283,28.8828,30.1761,0.7035,30.8453,0.2683,4.1804,4.3333,17.4546,2.1903,9.4457,1.0438,11.3402,14.2390,2.1324,1.6266,2.6396,0.8851,6.1248,0.1121,1.0787,1.4248,2.5571,7.5532,9.0905,9.4578,28.5199,28.7226,32.6705,37.2049
1.9232,2.7396,4.2091,0.5966,1.7956,0.2586,1.3863,0.9111,28.0193,28.6514,2.0781,28.9712,3.5341,0.4127,2.5907,17.5069,3.3858,7.9198,0.1098,9.3699,10.9870,2.9338,0.3757,1.4026,0.0838,7.7647,0.2051,2.3904,2.4284,2.6352,7.5956,8.7510,9.0876,26.2187,26.2329,29.4370,32.7432
2.0888,5.4072,4.7777,0.6333,4.5776,1.2819,1.9658,0.9904,33.6591,31.6069,0.4238,33.4706,0.9496,1.2687,1.3828,19.5019,2.8631,10.2222,0.3503,10.2627,14.1965,1.5753,0.4699,3.1154,1.6118,8.4193,0.0851,0.7094,3.1843,3.6219,8.1282,9.8995,10.5207,27.1400,31.1187,34.1100,36.8672
1.9099,3.0022,3.3536,1.0440,2.3854,1.1632,2.7497,0.1551,27.0570,27.1900,0.5455,29.3395,1.0338,0.1683,1.5359,17.4481,0.7841,9.1755,2.0692,12.0858,13.8232,0.8595,0.4124,1.7179,1.1475,6.0652,0.3796,0.1978,2.2343,2.9700,6.6642,9.1270,9.4583,25.8996,26.4153,29.6237,32.7842
2.4499,4.1289,4.2871,0.4844,4.0335,0.1395,1.7273,0.6172,38.6491,38.1056,0.4059,39.0207,0.3809,1.5509,1.9599,26.0312,0.5537,14.0396,2.7728,16.3013,19.9123,3.0898,1.8260,3.2178,0.6009,10.4112,0.4092,1.3669,1.6051,7.6915,10.8823,11.5028,11.9095,34.4339,37.4338,39.2858,43.0307
2.9676,6.3720,5.7799,1.7055,5.0584,1.9911,4.2726,0.2976,30.8938,29.6583,2.3346,29.8224,1.5200,0.9798,1.4542,19.7945,0.6151,9.1415,0.0465,11.3748,13.2553,0.3336,0.0744,0.8687,0.0911,9.4706,1.8083,2.3095,4.7344,8.0738,8.9450,10.1735,10.7139,27.0406,27.2678,32.2301,33.7351
