HISTORY,CVP,PCWP,HYPOVOLEMIA,LVEDVOLUME,LVFAILURE,STROKEVOLUME,ERRLOWOUTPUT,HRBP,HREKG,ERRCAUTER,HRSAT,INSUFFANESTH,ANAPHYLAXIS,TPR,EXPCO2,KINKEDTUBE,MINVOL,FIO2,PVSAT,SAO2,PAP,PULMEMBOLUS,SHUNT,INTUBATION,PRESS,DISCONNECT,MINVOLSET,VENTMACH,VENTTUBE,VENTLUNG,VENTALV,ARTCO2,CATECHOL,HR,CO,BP
0.1481,2.4588,3.5707,0.6342,2.1865,0.0909,1.8548,2.5423,32.2194,29.1460,0.6958,28.9913,0.0596,4.3755,7.3528,12.9865,0.1392,5.4388,0.4374,6.3460,9.7837,1.6005,0.8920,3.2011,0.3174,3.5771,0.2927,0.6929,1.9407,3.1125,4.0279,5.6951,8.5703,27.5631,28.1048,32.1627,40.0711
3.2250,2.5613,3.2985,0.7019,2.1571,0.3605,1.0647,6.6711,32.1698,29.2491,1.8459,26.9613,0.3140,0.8929,1.7202,13.8546,0.7929,8.3300,2.1629,9.7739,11.7078,2.3610,0.2924,1.8648,1.0956,6.7251,0.3492,0.6719,1.4293,2.5176,5.8790,7.0597,7.7116,22.0950,24.2759,26.7775,30.0339
0.2480,4.1725,4.3195,0.0432,4.1407,0.1085,0.5174,0.7728,31.3392,31.0266,0.6367,31.1131,0.0964,0.0872,1.0827,20.8459,2.1661,11.6346,0.5897,11.4151,16.2526,0.9178,0.5824,3.8537,0.7225,10.5228,1.9312,0.3141,1.6697,6.3267,9.5455,10.4184,10.6754,29.5747,30.1850,34.1788,35.2815
1.7508,2.5356,1.8907,0.8721,1.6897,0.3887,1.3944,1.1184,52.4027,56.3749,2.4167,53.7614,0.2646,3.4935,3.7017,29.8584,3.3137,16.7492,0.2935,19.3222,27.0874,2.3914,2.0564,6.6817,4.4656,10.5836,0.0055,0.8715,1.6841,1.9659,11.0309,18.4541,18.4887,49.6583,50.8989,53.5376,62.4380
1.2131,3.8022,3.7641,0.9622,2.1701,0.7507,3.4257,1.7450,31.9940,31.5405,0.0181,30.4366,1.4250,1.1220,3.6172,18.8109,0.2175,8.6155,0.2798,8.3507,11.7172,1.7289,0.7936,2.0772,1.0464,7.2810,1.5817,1.2117,3.1482,5.0880,6.6236,8.0208,10.7968,28.9723,30.1358,33.5686,38.7192
1.1388,4.3668,1.4608,0.3897,1.2255,0.1956,0.8273,0.1834,34.5050,35.2867,0.1388,34.0260,0.1463,0.4083,3.7708,18.4086,0.5557,8.6002,0.5583,11.2533,16.1623,2.3640,1.2335,4.5817,1.6126,6.6796,0.0708,0.5957,2.3376,3.3365,6.6548,10.6615,11.4430,32.6549,33.2515,34.7703,40.3633
3.0472,5.8505,4.3378,2.6824,3.8291,0.3471,3.4314,0.9900,23.4817,23.5612,0.1368,22.5074,0.0401,0.6778,0.7333,10.6620,0.3010,4.7396,2.7485,10.1527,13.7478,1.2533,1.2399,1.8090,0.4561,4.4678,0.7049,0.8788,2.0223,2.9586,3.9634,6.3155,6.6095,21.1438,21.9186,26.5937,31.1098
2.4530,3.7905,4.1421,2.1494,3.4608,0.8919,4.0573,1.1717,33.5549,32.7715,0.3415,32.8041,1.1184,0.5909,1.8111,18.5080,2.4003,6.1040,0.2983,12.5971,16.1076,0.4620,0.2117,2.6619,0.0836,5.7738,0.4584,0.3355,1.2965,3.1638,5.8333,12.1788,12.4889,31.8638,32.2402,37.8763,39.8770
1.6683,8.8851,8.4114,2.3234,8.3589,0.1312,2.4917,0.7598,27.3137,27.4701,2.1740,27.9788,0.0708,0.1503,0.2064,20.5785,0.5840,7.9473,0.7087,9.7282,11.8411,4.7262,0.9236,1.7957,0.4771,9.8973,0.4244,4.0920,4.9456,6.1171,7.3594,8.0026,11.6643,24.4501,24.7955,28.5368,29.4252
6.3236,7.9449,3.9321,0.0692,2.7122,1.2069,2.7487,0.9566,38.8482,38.8631,0.0299,38.7468,0.4797,0.6661,1.1056,24.1925,0.9922,11.8525,2.1573,14.7457,18.5510,1.0410,0.9429,3.7460,1.0199,9.5948,0.9571,3.9587,5.1520,6.4716,9.9906,12.2108,12.2298,34.4730,37.4678,40.5327,41.6407
1.0217,6.2520,5.4278,3.0038,4.3114,0.0943,3.1841,1.5913,45.1060,44.9662,1.1227,45.2711,0.4156,0.0682,2.0208,25.4842,0.6818,10.1415,1.4627,17.4727,20.2663,1.6166,0.6006,2.4836,1.2350,7.8205,1.7466,0.3484,2.8511,4.6147,7.8835,15.7048,17.5786,42.7398,43.2506,47.3081,49.7899
1.7089,2.6645,2.0452,0.7106,1.8177,0.7800,3.2099,0.7348,18.7395,17.5776,0.3266,17.8498,0.7740,1.5632,1.7767,10.3871,2.7975,4.2929,0.3437,4.8319,7.1878,2.5689,0.6303,0.9652,0.0020,5.7477,0.7863,0.0495,0.0514,1.3666,4.2137,4.2644,4.4565,15.3352,16.7305,20.8633,22.9158
0.1951,2.8530,3.3961,0.8150,2.5880,0.0370,2.3672,1.5193,19.6664,21.3046,1.9683,22.3180,0.2335,2.5293,2.9937,10.3441,0.1332,5.7977,0.0319,5.2209,8.2716,0.4003,0.0431,2.8693,0.4125,3.6508,0.6887,1.1881,1.5939,2.4006,4.0964,4.5269,4.9426,16.9134,17.5133,19.8825,23.1506
5.1120,7.6373,7.8356,3.5021,7.6362,3.9582,7.6410,1.7600,29.5994,28.3003,0.2713,28.1449,0.0500,0.4681,0.6680,14.8343,0.2002,6.1848,2.5151,10.5670,14.2791,3.8649,1.1017,2.0093,0.6041,5.9588,1.1588,1.1818,2.8184,4.5653,5.5099,8.0028,9.0039,25.7548,27.7643,37.3139,41.3888
1.2081,6.7079,6.7946,3.6268,5.3294,0.4088,5.2990,0.3659,29.1193,31.1667,1.0289,29.2227,1.3453,1.5244,2.2323,18.2942,0.2532,10.3551,0.1549,10.1311,12.6644,1.2250,0.0608,2.1128,1.0348,8.7300,1.7590,1.7543,3.6674,6.8737,8.2434,9.6957,10.0404,26.4123,27.5175,33.1152,36.7931
2.6291,4.4902,4.6643,2.0398,4.3348,1.6903,4.1818,0.7255,44.8848,45.0208,1.8513,45.2547,1.0728,0.3486,4.6830,27.3022,0.9123,12.2398,1.4557,14.8586,18.6034,2.9278,0.1934,3.3902,2.6319,10.2000,1.2796,0.0705,0.2811,5.4243,9.5923,12.6609,17.1762,41.6460,43.0615,48.0167,53.0255
2.6480,7.1161,3.6587,0.0819,3.1308,0.2883,1.1935,3.9672,33.0070,30.2617,2.3045,32.4888,4.2146,0.8568,0.9693,20.6006,1.4885,10.6594,0.8602,11.0657,12.0161,0.0328,0.0142,0.8390,0.4788,9.8237,2.6388,1.0122,3.2564,6.2469,8.7871,9.5272,10.4141,27.8541,27.9379,29.9504,31.3113
5.0014,7.1884,6.7494,1.6317,6.6470,2.8173,5.1181,1.1740,38.1301,38.0706,0.0338,36.8243,1.6724,0.3064,1.1605,20.2956,0.3463,9.9411,1.5936,16.8571,20.7071,1.6553,0.9395,3.0051,0.9147,11.6073,1.3230,4.1740,5.5181,7.0091,8.9351,10.9844,11.0913,35.4574,36.6075,44.4365,46.3281
3.3434,3.7899,3.7415,0.5402,3.0663,0.9403,3.1332,0.9449,24.1306,24.9078,1.3993,25.1254,2.1548,0.4917,1.0691,11.9057,0.5119,6.4875,0.6557,6.9298,12.4540,2.8256,1.7077,3.5629,0.7171,4.2213,0.2656,0.2235,0.4739,2.1917,3.8304,5.8043,6.8041,22.6173,22.8889,26.1318,28.6556
3.1981,4.6762,4.0715,1.5926,3.5408,0.7294,3.1507,0.4475,33.4730,34.3153,0.5138,34.1864,0.9044,0.0012,0.3847,23.9990,0.4552,12.8713,0.7171,14.4316,17.1124,1.1373,0.3515,2.0320,1.6674,9.3034,0.8484,0.8068,2.3282,7.1619,10.4258,13.3948,13.4944,32.2005,32.3774,37.0710,38.2076
2.6182,6.7072,7.5824,2.4335,6.6810,2.0152,6.9754,0.7530,39.5928,39.6262,1.3460,40.1507,0.0090,1.2076,4.4863,20.6113,1.8161,11.9509,0.1879,12.6418,20.3873,2.4298,1.7433,4.1629,2.3735,8.3764,1.1098,1.1323,2.1753,4.0888,8.5092,11.8852,12.0683,37.9925,38.0025,45.6168,51.7298
1.2571,2.6977,2.3874,0.0653,2.3063,0.1584,0.6924,0.1870,26.3243,25.3629,0.1118,25.7015,0.3491,0.7172,1.0766,15.6689,0.6067,8.7946,1.8045,11.1721,14.6651,4.3894,1.1427,3.3118,1.9584,6.8135,0.8421,0.3726,0.4982,2.8383,6.5727,8.5338,8.8152,24.9461,25.0627,26.7334,28.4961
0.9148,3.3420,2.3781,0.2868,2.0191,0.7314,1.2608,0.0574,25.6546,26.9162,0.0173,27.2352,0.3304,1.6188,1.9478,14.5649,0.1699,8.9822,1.7109,10.1551,13.3984,0.4996,0.3577,2.6187,1.3090,6.4845,0.8931,0.0416,1.3171,3.8968,5.9459,7.7943,8.4518,24.4184,25.3309,26.8863,29.8022
2.3963,6.0690,4.3116,0.4578,1.1825,0.1220,2.3770,1.4128,40.7094,42.5828,3.1792,42.6274,0.4606,0.8632,2.1014,26.5737,2.6772,12.7837,0.4522,17.1309,21.5943,3.0635,1.0091,3.7108,1.6558,8.9385,0.0160,0.0909,4.4485,4.5066,9.5851,13.5118,13.5454,38.3937,39.1848,46.1892,48.8209
0.8601,2.1407,1.7356,0.5374,1.5817,0.6662,1.6128,1.3087,31.4866,31.0647,0.5084,30.7594,0.5487,1.3205,1.5581,19.3993,0.6259,8.1564,1.9296,13.4651,15.5699,0.7160,0.5799,1.6860,0.8703,6.0354,1.6751,0.4498,0.8034,4.1561,6.8802,11.0572,11.4118,29.6915,29.8928,31.6430,34.4392
1.8652,4.5186,5.9103,0.9321,4.3106,0.5922,2.5953,0.0645,25.7726,26.5034,1.1159,28.3957,0.1712,0.8218,1.1945,14.7560,2.3440,6.7488,1.4333,9.4237,13.7697,3.6191,2.2028,3.5315,0.2205,6.7838,0.6696,0.3465,1.3198,2.4821,5.6044,7.7569,8.6816,23.8650,23.9449,27.2065,28.5838
0.8174,8.2322,4.2897,0.3974,4.2351,0.5714,1.0826,0.9479,32.7283,33.6034,1.5641,32.8017,0.9107,2.5556,4.1467,15.2829,0.0235,7.4994,0.7443,11.3050,16.1403,2.6711,1.3022,2.1509,0.5790,7.0371,0.5828,0.6732,2.7645,4.9493,6.4767,7.1254,7.9432,29.3355,31.1544,32.4133,36.7522
0.7198,3.8672,3.8623,3.4024,3.7419,0.1640,4.2132,3.9073,29.3509,26.3640,0.2258,27.8104,0.9724,0.1605,0.5023,18.0491,0.6938,9.1847,0.0674,9.4104,13.3921,4.6041,1.2422,3.6528,1.0324,6.6155,1.5077,0.3291,1.2249,3.7141,7.0322,9.1064,10.1135,25.0349,25.2126,30.4431,34.2397
