HISTORY,CVP,PCWP,HYPOVOLEMIA,LVEDVOLUME,LVFAILURE,STROKEVOLUME,ERRLOWOUTPUT,HRBP,HREKG,ERRCAUTER,HRSAT,INSUFFANESTH,ANAPHYLAXIS,TPR,EXPCO2,KINKEDTUBE,MINVOL,FIO2,PVSAT,SAO2,PAP,PULMEMBOLUS,SHUNT,INTUBATION,PRESS,DISCONNECT,MINVOLSET,VENTMACH,VENTTUBE,VENTLUNG,VENTALV,ARTCO2,CATECHOL,HR,CO,BP
0.1864,3.9486,2.9185,2.4905,2.6927,0.1709,3.6188,1.8253,28.1727,26.7959,0.5390,28.4085,0.1061,0.4408,1.0864,17.1175,0.2310,7.2509,1.2396,11.5587,14.2295,1.1238,0.0995,1.5759,1.2457,5.8055,2.7135,0.1103,1.2158,3.9716,5.9200,7.4223,8.8578,24.8238,26.1120,29.8564,32.6343
1.0491,6.3291,3.2815,2.1635,3.0101,0.4457,2.7737,0.3429,24.8546,25.3134,0.8417,25.8229,1.1132,0.1034,1.1267,14.7824,2.0725,7.7232,0.9833,9.0074,11.5099,2.8040,0.3247,1.5111,1.1749,8.6768,0.2115,0.4585,1.0364,1.5781,5.3521,7.3041,7.4784,21.5486,23.7094,29.9448,31.6172
3.8416,6.0209,7.8639,3.4527,5.8535,0.3937,5.2486,0.0205,18.6740,19.3373,3.6228,19.5823,1.0866,0.0361,2.0441,8.1556,0.2765,3.6943,0.0302,4.4912,5.6522,3.9444,0.0345,1.0443,0.2727,2.7155,0.6513,0.3016,1.1689,2.0849,2.6949,4.1959,4.8855,14.7225,14.9233,20.3992,23.9856
0.6809,2.7210,4.1866,1.2052,2.2159,0.5856,4.2459,0.4697,23.9398,25.7695,1.4072,24.8369,4.8632,1.8077,2.4384,12.1889,0.2672,5.9604,0.0574,5.4315,9.0238,1.9492,1.8527,2.8757,0.1967,4.8016,1.0353,0.4100,2.2491,3.3872,4.7841,5.1176,6.5045,23.0273,23.2763,27.6599,31.3420
0.9954,2.4189,1.2650,0.0676,0.7488,0.1481,0.4577,0.5239,19.9776,16.7861,0.2833,16.8761,0.7431,0.1325,0.2151,11.1826,0.4636,5.3059,0.1683,5.1105,7.6708,0.9738,0.2095,2.2677,0.0714,2.5756,0.5074,0.8304,1.0524,1.9429,3.4628,4.4904,7.0555,15.8122,16.4198,19.1609,19.9122
3.7344,3.2349,3.9636,0.0811,2.5455,2.3414,3.3879,0.5056,32.8761,31.2667,0.5306,31.7794,2.0491,0.2205,1.0759,16.5006,0.0862,8.8055,1.6864,11.3181,15.9853,1.1159,0.5629,3.3535,0.3560,7.1582,0.2659,0.0170,2.9801,6.3992,6.9882,7.6184,8.8732,29.3624,30.6148,35.1286,36.5600
0.8408,2.3220,2.4438,0.6316,2.0193,0.1029,1.1275,1.5315,22.2437,21.0849,0.4503,22.9341,0.6982,0.0171,0.6044,12.0696,0.0691,5.4035,0.0410,6.8352,8.7782,1.6992,0.0752,1.7534,0.5495,4.3959,0.0787,0.0621,0.3064,3.3984,4.0253,6.4487,7.2279,19.3336,20.1628,21.2983,22.0995
1.8597,1.9412,1.8497,0.2839,0.8237,0.4651,2.0034,5.2675,48.9582,45.7409,1.6745,44.8432,0.4931,0.9195,2.3690,25.1207,0.1844,10.9642,0.7039,17.6090,22.2220,1.6998,0.9314,2.1033,0.4276,8.1253,0.6006,3.9623,5.0247,5.6273,10.3923,12.5609,13.9087,41.5231,43.0052,47.6857,56.3990
0.3822,4.0274,2.3112,0.4620,0.8524,0.1094,0.5830,0.3813,20.3075,19.7486,0.4714,21.3462,0.3993,0.4903,0.8141,14.2684,2.0075,7.4001,0.3200,7.8558,9.9246,1.5374,0.4281,1.8098,0.5143,5.1973,0.4689,0.7174,1.5643,2.5508,6.3144,7.2734,7.5587,18.7417,19.0329,19.8211,21.3783
1.5492,1.2865,2.6710,0.0540,0.8137,0.5732,0.7352,0.3316,28.0070,29.7906,0.5725,29.3697,0.9609,4.2604,4.7355,10.8956,0.0771,4.7013,1.4237,6.7673,12.2559,7.7320,3.0297,4.3242,0.1109,5.3305,0.4265,0.9646,1.2769,3.3566,4.0832,4.3969,6.0193,27.2514,27.4018,28.3568,36.3117
2.4900,5.9795,6.7271,1.0671,2.8852,1.3187,4.7206,2.0546,35.7812,34.9693,1.3244,35.9673,1.2725,0.2684,0.3571,22.7614,2.2446,11.2907,0.1081,13.1162,18.6348,1.9419,0.5003,2.8503,1.2819,8.2158,0.7459,1.2362,2.7930,4.3980,9.3477,11.7832,12.6709,33.0483,33.5528,38.5553,39.0317
1.4882,5.0822,3.7861,0.2167,2.3035,0.8815,1.9424,0.0868,34.7441,36.5789,1.5476,36.6402,0.3319,0.0414,0.0799,18.2722,1.7546,8.9348,2.5329,12.6237,19.5814,5.9575,5.7403,6.1479,0.0117,8.2085,0.8788,2.4246,3.7245,5.2120,7.2166,9.7354,10.8986,31.3893,34.2412,39.1048,40.5459
1.0511,3.0417,2.2444,1.3740,2.0428,0.0942,4.3010,0.2438,18.2681,18.6108,0.3217,18.4426,1.3934,0.0217,1.9517,7.7068,0.1700,3.5216,2.1952,5.7158,8.0889,0.4509,0.3094,1.2943,0.4752,2.6141,0.7014,0.3977,0.7403,1.5581,2.6604,3.1549,5.0057,17.2337,17.4531,22.0730,25.4009
1.6124,2.8138,3.4955,1.8949,2.3552,0.4212,2.8206,0.9933,25.5224,27.9336,3.1436,27.3139,1.0662,0.2111,0.7253,12.8428,0.0300,6.4094,1.6199,9.1968,12.4015,1.4992,0.4115,3.0856,1.1833,5.6732,0.4122,0.9938,1.0604,2.3927,3.8302,7.3617,8.0347,22.7276,23.4668,27.4950,29.0136
